X,Y
0.10714287,-0.009375
0.08928572,-0.0078125
0.07366072,-0.006445312
0.06138393,-0.006445312
0.04910715,-0.004296875
0.03571429,-0.003125
0.046875,-0.004101562
0.03125,-0.002734375
0.02008929,-0.001757812
0.01339286,-0.001171875
0.01785714,-0.0015625
0.01339286,-0.001171875
0.00669643,-0.000585938
0,0
-0.00446429,0.000390625
-0.015625,0.001367187
-0.01339286,0.001171875
-0.03348214,0.002929688
-0.04017857,0.003515625
-0.05133929,0.004492187
-0.046875,0.004101562
-0.05803571,0.005078125
-0.06473215,0.005664063
-0.06919643,0.005664063
-0.07366072,0.006445312
-0.08482143,0.007421875
-0.078125,0.006835938
-0.08705357,0.007617188
-0.09151786,0.008007812
-0.07366072,0.006445312
-0.08705357,0.007617188
-0.07589286,0.006640625
-0.078125,0.006835938
-0.08035714,0.00703125
-0.08482143,0.007421875
-0.07366072,0.006445312
-0.0625,0.00546875
-0.05133929,0.004492187
-0.04017857,0.003515625
-0.02455357,0.002148438
-0.02008929,0.001757812
-0.00223214,0.000195313
0.01339286,-0.001171875
0.02678572,-0.00234375
0.04017857,-0.003515625
0.03348214,-0.002929688
0.04241071,-0.003710937
0.04910715,-0.004296875
0.04017857,-0.003515625
0.05133929,-0.004492187
0.02008929,-0.001757812
0.00446429,-0.000390625
0.02455357,-0.002148438
-0.02008929,0.001757812
-0.01339286,0.001171875
-0.02232143,0.001953125
-0.00223214,0.000195313
-0.02455357,0.002148438
-0.01339286,0.001171875
0.05803571,-0.005078125
0.00669643,-0.000585938
0.03125,-0.002734375
0.078125,-0.006835938
0.03794643,-0.003320313
0.01785714,-0.0015625
0.06026786,-0.005273438
0.046875,-0.004101562
0.04017857,-0.003515625
0.04910715,-0.004296875
0.02455357,-0.002148438
0.02790179,-0.002148438
0.03125,-0.002734375
0.05133929,-0.004492187
0.02455357,-0.002148438
0.02008929,-0.001757812
0.06473215,-0.005664063
0.01339286,-0.001171875
-0.00892857,0.00078125
0.03571429,-0.003125
0.00223214,-0.000195313
-0.00669643,0.000585938
0.015625,-0.001367187
-0.02232143,0.001953125
-0.02901786,0.002539062
-0.01339286,0.001171875
-0.02455357,0.002148438
-0.01339286,0.001171875
-0.015625,0.001367187
0.00446429,-0.000390625
-0.02455357,0.002148438
-0.02678572,0.00234375
0.02232143,-0.001953125
-0.01785714,0.0015625
-0.015625,0.001367187
0.02678572,-0.00234375
-0.02232143,0.001953125
-0.02455357,0.002148438
0,0
-0.00669643,0.000585938
-0.01339286,0.001171875
0,0
-0.02678572,0.00234375
-0.00669643,0.000585938
-0.02901786,0.002539062
-0.00892857,0.00078125
-0.02232143,0.001953125
-0.02455357,0.002148438
0.02455357,-0.002148438
-0.015625,0.001367187
-0.00669643,0.000585938
0.04241071,-0.003710937
0.01116071,-0.000976563
0,0
0.04241071,-0.003710937
0.03125,-0.002734375
0.04464286,-0.002734375
0.05803571,-0.005078125
0.03571429,-0.003125
0.02901786,-0.002539062
0.03348214,-0.002929688
0.03794643,-0.003320313
0.01339286,-0.001171875
0.04017857,-0.003515625
0.10491071,-0.009179687
0.06473215,-0.005664063
0.05803571,-0.005078125
0.11383928,-0.009960937
0.0625,-0.00546875
0.04910715,-0.004296875
0.09598215,-0.008398438
0.03348214,-0.002929688
0.02678572,-0.00234375
0.03571429,-0.003125
0.02008929,-0.001757812
0.02232143,-0.001953125
-0.00223214,0.000195313
0.00446429,-0.000390625
0,0
-0.03125,0.002734375
0.01116071,-0.000976563
-0.03125,0.002734375
-0.02455357,0.002148438
0.02678572,-0.00234375
-0.02232143,0.001953125
-0.03794643,0.003320313
0.02232143,-0.001953125
-0.02008929,0.001757812
-0.04241071,0.003710937
-0.02232143,0.001953125
-0.05357143,0.0046875
-0.03125,0.002734375
-0.04017857,0.003515625
-0.04910715,0.004296875
-0.05580357,0.004882813
-0.04241071,0.003710937
-0.015625,0.001367187
-0.04017857,0.003515625
-0.03571429,0.003125
0.03125,-0.002734375
-0.02232143,0.001953125
-0.02901786,0.002539062
0.01785714,-0.0015625
-0.03125,0.002734375
-0.03794643,0.003320313
-0.01339286,0.001171875
0.00223214,0.001171875
0.01785714,-0.0015625
0.02455357,-0.002148438
0.05803571,-0.005078125
0.05133929,-0.004492187
0.02678572,-0.00234375
0.06026786,-0.005273438
0.015625,-0.001367187
0.02232143,-0.001953125
0.125,-0.0109375
0.04464286,-0.00390625
0.03125,-0.002734375
0.10044643,-0.008789063
0.03794643,-0.003320313
-0.01116071,0.000976563
0.04241071,-0.003710937
0.02008929,-0.001757812
0.01339286,-0.001171875
-0.00223214,0.000195313
-0.01339286,0.001171875
-0.00446429,0.000390625
-0.00892857,0.00078125
0.05580357,-0.004882813
0.01116071,-0.000976563
0.02455357,-0.002148438
0.03348214,-0.002929688
0.125,-0.0109375
0.06919643,-0.006054687
0.05133929,-0.004492187
0.11383928,-0.009960937
0.00669643,-0.000585938
0.015625,-0.001367187
0.04017857,-0.003515625
-0.01339286,0.001171875
-0.02008929,0.001757812
-0.01339286,0.001171875
0.00892857,-0.00078125
-0.01339286,0.001171875
-0.04464286,0.00390625
0.015625,-0.001367187
0.00223214,-0.000195313
0.02008929,-0.001757812
0.01785714,-0.0015625
-0.00446429,0.000390625
-0.01116071,0.000976563
0.01785714,-0.0015625
-0.00223214,0.000195313
-0.015625,0.001367187
0,0
-0.02455357,0.002148438
-0.02678572,0.00234375
0.02678572,-0.00234375
0.03683036,-0.00234375
0.046875,-0.004101562
0.08705357,-0.007617188
0.05580357,-0.004882813
0.04910715,-0.004296875
0.06473215,-0.005664063
0.08928572,-0.0078125
0.03571429,-0.003125
0.05357143,-0.0046875
0.10937501,-0.009570313
0.09375,-0.008203125
-0.01339286,0.001171875
0.08705357,-0.007617188
0.04017857,-0.003515625
0.02901786,-0.002539062
0.140625,-0.012304688
0.015625,-0.001367187
0.00892857,-0.00078125
0.02232143,-0.001953125
-0.01674107,-0.001953125
-0.05580357,0.004882813
-0.11160714,0.009765625
-0.11607143,0.01015625
-0.17857143,0.015625
-0.20535715,0.01796875
-0.07366072,0.006445312
0.00669643,-0.000585938
0.11383928,-0.009960937
0.10937501,-0.009570313
0.13392857,-0.01171875
0.08705357,-0.007617188
0.32366073,-0.028320313
0.29241073,-0.025585938
0.2700893,-0.023632813
-0.8370536,0.073242188
-2.015625,0.176367193
-2.66741085,0.233398438
-2.68973207,0.235351563
-1.86607146,0.163281247
-2.796875,0.244726568
2.72991085,-0.238867193
-0.1919643,0.016796876
-0.43973216,0.038476564
-2.78348207,0.243554682
-1.234375,0.108007811
-1.24776793,0.10917969
0.16517858,-0.014453125
1.04910719,-0.091796875
-1.32589293,0.116015628
-1.84375,0.161328122
-0.83928567,0.073437497
-1.80803573,0.158203125
-0.61160713,0.053515624
-0.18526787,0.016210938
-0.83035719,0.072656251
-1.82812512,0.15996094
0.453125,-0.039648436
-0.02008929,0.001757812
1.53125,-0.133984372
0.97321427,-0.085156247
-0.33258927,0.029101562
0.640625,-0.056054689
1.47991085,-0.129492193
0.73660713,-0.064453125
-0.05357143,0.0046875
0.98214287,-0.0859375
0.4330357,-0.037890624
1.27008939,-0.111132815
1.5,-0.131249994
1.61160707,-0.141015619
1.70758927,-0.149414063
1.52232134,-0.133203119
0.76785719,-0.067187503
0.56919646,-0.049804688
0.71651781,-0.06269531
0.58482146,-0.051171876
1.09375,-0.095703125
1.32142866,-0.115625001
1.43303561,-0.125390619
0.95758933,-0.083789065
1.33258927,-0.116601564
1.05580354,-0.092382811
1.36383927,-0.119335935
1.55357146,-0.135937497
0.34375,-0.030078124
0.32366073,-0.028320313
0.35044643,-0.030664062
0.00892857,-0.00078125
-0.4508929,0.039453126
1.05357146,-0.092187501
-0.01785714,0.0015625
-0.02455357,0.002148438
-0.02678572,0.00234375
-0.02455357,0.002148438
-0.01116071,0.000976563
-0.01004464,0.000976563
-0.00892857,0.00078125
-0.015625,0.001367187
-0.03125,0.002734375
-0.03683036,0.002734375
-0.04241071,0.003710937
-0.05133929,0.004492187
-0.04799107,0.004492187
-0.04464286,0.00390625
-0.05803571,0.005078125
-0.0625,0.00546875
-0.078125,0.006835938
-0.07366072,0.006445312
-0.08035714,0.006445312
-0.08705357,0.007617188
-0.08370536,0.007617188
-0.08035714,0.00703125
-0.078125,0.006835938
-0.05133929,0.004492187
-0.0625,0.00546875
-0.05357143,0.0046875
-0.03794643,0.003320313
-0.01785714,0.0015625
-0.02008929,0.001757812
